dense_params,account_balance,roi,gamma,aggregation,downside_deviation,eps_end,learning_rate,stopping_metric,mean,n_samples,fx_pair,eps_start,sum,memory,sharpe,conv_params,neutral_cost,tech_indicators,median,standard_deviation,max_steps,start_memory,target_update,pip_size,eps_decay,sortino,stop_loss,actions,batch_size,model_name
"[{'out_features': 2000}, {'out_features': 2000}, {'out_features': 2000}, {'out_features': 2000}, {'out_features': 2000}, {'out_features': 2000}, {'out_features': 2000}, {'out_features': 2000}, {'out_features': 2000}]",100000.0,0.0,0.999,30 min,0.0,0.05,0.0017659064244569874,"{'threshold': 2.0, 'type': 'sortino'}",0.0,100,EURUSD,0.9,NA,1000,0.0,"[{'kernel_size': 1, 'out_channels': 467, 'stride': 1}, {'kernel_size': 1, 'out_channels': 467, 'stride': 1}]",0,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",0.0,0.0,4000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,0.0,NA,"['long', 'neutral', 'short']",16,2020-03-19_09-18-57
"[{'out_features': 512}, {'out_features': 512}, {'out_features': 512}, {'out_features': 512}, {'out_features': 512}, {'out_features': 512}, {'out_features': 512}, {'out_features': 512}]",86881.06302130898,-0.13118936978691026,0.999,1 min,1532711.8227536946,0.05,0.001,"{'threshold': 2.0, 'type': 'sortino'}",-128.37322859792047,100,EURUSD,0.9,-12837.322859792046,1000,-8.178584353009247e-05,"[{'kernel_size': 4, 'out_channels': 64}, {'kernel_size': 4, 'out_channels': 64}]",-8192,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",-260.2466916370116,627.049010836573,5000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,-1.182148966929625e-07,90,"['long', 'neutral', 'short']",16,2020-03-23_23-46-45
"[{'out_features': 4096}, {'out_features': 4096}, {'out_features': 4096}, {'out_features': 4096}, {'out_features': 4096}, {'out_features': 4096}, {'out_features': 4096}]",90637.43368150992,-0.09362566318490077,0.999,5 min,2343806.733284638,0.05,0.001,"{'threshold': 2.0, 'type': 'sortino'}",-90.08104195489055,100,EURUSD,0.9,-9008.104195489055,1000,-6.976936038057756e-05,"[{'kernel_size': 2, 'out_channels': 256}, {'kernel_size': 2, 'out_channels': 256}, {'kernel_size': 2, 'out_channels': 256}, {'kernel_size': 2, 'out_channels': 256}, {'kernel_size': 2, 'out_channels': 256}, {'kernel_size': 2, 'out_channels': 256}, {'kernel_size': 2, 'out_channels': 256}, {'kernel_size': 2, 'out_channels': 256}]",-8192,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",-223.9453870021557,729.558220713153,5000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,-6.127879963192278e-08,60,"['long', 'neutral', 'short']",16,2020-03-25_15-03-03
"[{'out_features': 768}, {'out_features': 768}, {'out_features': 768}, {'out_features': 768}, {'out_features': 768}, {'out_features': 768}, {'out_features': 768}]",100000.0,0.0,0.999,15 min,0.0,0.05,0.0031986404615044596,"{'threshold': 2.0, 'type': 'sortino'}",0.0,100,EURUSD,0.9,NA,1000,0.0,"[{'kernel_size': 3, 'out_channels': 473, 'stride': 1}]",-2525,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",0.0,0.0,15000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,0.0,NA,"['long', 'neutral', 'short']",16,2020-03-20_10-26-29
"[{'out_features': 1583}, {'out_features': 1583}, {'out_features': 1583}, {'out_features': 1583}, {'out_features': 1583}, {'out_features': 1583}, {'out_features': 1583}]",100000.0,0.0,0.999,1 hour,0.0,0.05,0.009180327374935151,"{'threshold': 2.0, 'type': 'sortino'}",0.0,100,EURUSD,0.9,NA,1000,0.0,"[{'kernel_size': 7, 'out_channels': 184, 'stride': 1}, {'kernel_size': 7, 'out_channels': 184, 'stride': 1}, {'kernel_size': 7, 'out_channels': 184, 'stride': 1}]",-100,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",0.0,0.0,4000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,0.0,NA,"['long', 'neutral', 'short']",16,2020-03-19_01-11-14
"[{'out_features': 708}, {'out_features': 708}, {'out_features': 708}, {'out_features': 708}, {'out_features': 708}, {'out_features': 708}]",100000.0,0.0,0.999,1 min,0.0,0.05,0.0035145313679575923,"{'threshold': 2.0, 'type': 'sortino'}",0.0,100,EURUSD,0.9,NA,1000,0.0,"[{'kernel_size': 2, 'out_channels': 392, 'stride': 1}, {'kernel_size': 2, 'out_channels': 392, 'stride': 1}, {'kernel_size': 2, 'out_channels': 392, 'stride': 1}, {'kernel_size': 2, 'out_channels': 392, 'stride': 1}, {'kernel_size': 2, 'out_channels': 392, 'stride': 1}, {'kernel_size': 2, 'out_channels': 392, 'stride': 1}]",0,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",0.0,0.0,15000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,0.0,NA,"['long', 'neutral', 'short']",16,2020-03-19_15-04-24
"[{'out_features': 4096}, {'out_features': 4096}, {'out_features': 4096}, {'out_features': 4096}, {'out_features': 4096}, {'out_features': 4096}, {'out_features': 4096}, {'out_features': 4096}, {'out_features': 4096}, {'out_features': 4096}, {'out_features': 4096}, {'out_features': 4096}]",86888.11487714131,-0.13111885122858685,0.999,30 min,172135.27808021675,0.05,0.001,"{'threshold': 2.0, 'type': 'sortino'}",-126.23415466544951,100,EURUSD,0.9,-12623.415466544951,1000,-0.00010671105769815389,"[{'kernel_size': 2, 'out_channels': 256}, {'kernel_size': 2, 'out_channels': 256}, {'kernel_size': 2, 'out_channels': 256}]",-8192,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",-245.47766179260356,480.38453232894284,5000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,-1.0521890297477757e-06,90,"['long', 'neutral', 'short']",16,2020-03-25_16-53-19
"[{'out_features': 1024}, {'out_features': 1024}, {'out_features': 1024}, {'out_features': 1024}, {'out_features': 1024}, {'out_features': 1024}, {'out_features': 1024}, {'out_features': 1024}, {'out_features': 1024}]",93749.04587901299,-0.06250954120987008,0.999,15 min,305110.74076305307,0.05,0.001,"{'threshold': 2.0, 'type': 'sortino'}",-63.09961534018928,100,EURUSD,0.9,-6309.961534018928,1000,-7.851711416420137e-05,"[{'kernel_size': 1, 'out_channels': 64}, {'kernel_size': 1, 'out_channels': 64}, {'kernel_size': 1, 'out_channels': 64}, {'kernel_size': 1, 'out_channels': 64}, {'kernel_size': 1, 'out_channels': 64}, {'kernel_size': 1, 'out_channels': 64}, {'kernel_size': 1, 'out_channels': 64}]",-128,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",-242.35430713065443,644.8402579788942,5000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,-3.6874985432664345e-07,60,"['long', 'neutral', 'short']",16,2020-03-25_20-23-39
"[{'out_features': 2048}, {'out_features': 2048}]",156214.3540984722,0.562143540984722,0.999,1 min,180143364.40994346,0.05,0.001,"{'threshold': 2.0, 'type': 'sortino'}",465.90634810979435,100,EURUSD,0.9,NA,10000,-4.290878324520386e-06,"[{'kernel_size': 1, 'out_channels': 512}, {'kernel_size': 1, 'out_channels': 512}, {'kernel_size': 1, 'out_channels': 512}, {'kernel_size': 1, 'out_channels': 512}, {'kernel_size': 1, 'out_channels': 512}, {'kernel_size': 1, 'out_channels': 512}, {'kernel_size': 1, 'out_channels': 512}, {'kernel_size': 1, 'out_channels': 512}, {'kernel_size': 1, 'out_channels': 512}, {'kernel_size': 1, 'out_channels': 512}]",-750,"{'macd': [12, 26], 'rsi': [14]}",1963.5815050732213,10566.819445752997,5000,1000,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,2.8429775510313103e-09,NA,"['long', 'neutral', 'short']",16,2020-03-17_13-56-42
"[{'out_features': 2048}, {'out_features': 2048}, {'out_features': 2048}, {'out_features': 2048}]",82923.7920170808,-0.17076207982919195,0.999,1 hour,131486.06127501238,0.05,0.001,"{'threshold': 2.0, 'type': 'sortino'}",-169.90087965570842,100,EURUSD,0.9,-16990.08796557084,1000,-0.0001301207412564627,"[{'kernel_size': 5, 'out_channels': 128}, {'kernel_size': 5, 'out_channels': 128}, {'kernel_size': 5, 'out_channels': 128}, {'kernel_size': 5, 'out_channels': 128}]",-8192,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",-253.15898215020337,397.31566464611853,5000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,-1.6789770542099703e-06,180,"['long', 'neutral', 'short']",16,2020-03-26_09-32-26
"[{'out_features': 1212}, {'out_features': 1212}, {'out_features': 1212}, {'out_features': 1212}, {'out_features': 1212}, {'out_features': 1212}, {'out_features': 1212}]",100000.0,0.0,0.999,15 min,0.0,0.05,0.005219937417166208,"{'threshold': 2.0, 'type': 'sortino'}",0.0,100,EURUSD,0.9,NA,10000,0.0,"[{'kernel_size': 8, 'out_channels': 163, 'stride': 1}, {'kernel_size': 8, 'out_channels': 163, 'stride': 1}, {'kernel_size': 8, 'out_channels': 163, 'stride': 1}, {'kernel_size': 8, 'out_channels': 163, 'stride': 1}, {'kernel_size': 8, 'out_channels': 163, 'stride': 1}]",-750,"{'macd': [12, 26], 'rsi': [14]}",0.0,0.0,5000,1000,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,0.0,NA,"['long', 'neutral', 'short']",16,2020-03-18_11-49-18
"[{'out_features': 2048}, {'out_features': 2048}, {'out_features': 2048}, {'out_features': 2048}, {'out_features': 2048}, {'out_features': 2048}, {'out_features': 2048}, {'out_features': 2048}, {'out_features': 2048}, {'out_features': 2048}]",83823.53827092354,-0.16176461729076458,0.999,1 hour,140054.84103128646,0.05,0.001,"{'threshold': 2.0, 'type': 'sortino'}",-160.59695244905913,100,EURUSD,0.9,-16059.695244905912,1000,-0.00011341455789234709,"[{'kernel_size': 1, 'out_channels': 256}, {'kernel_size': 1, 'out_channels': 256}, {'kernel_size': 1, 'out_channels': 256}, {'kernel_size': 1, 'out_channels': 256}, {'kernel_size': 1, 'out_channels': 256}]",-512,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",-284.17556279226596,455.0206823843099,5000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,-1.5120121213336644e-06,30,"['long', 'neutral', 'short']",16,2020-03-25_09-40-01
"[{'out_features': 4556}, {'out_features': 4556}, {'out_features': 4556}, {'out_features': 4556}, {'out_features': 4556}, {'out_features': 4556}, {'out_features': 4556}, {'out_features': 4556}, {'out_features': 4556}]",63399.1676345764,-0.366008323654236,0.999,1 min,125876648.33352375,0.05,0.00863952235764265,"{'threshold': 2.0, 'type': 'sortino'}",-275.5538803982302,100,EURUSD,0.9,NA,10000,-5.460821611318924e-06,[],-750,"{'macd': [12, 26], 'rsi': [14]}",-1041.6675388479662,9660.732863830088,50,20,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,-3.3048887872512866e-09,NA,"['long', 'neutral', 'short']",16,2020-03-17_00-15-34
"[{'out_features': 792}, {'out_features': 792}, {'out_features': 792}, {'out_features': 792}, {'out_features': 792}, {'out_features': 792}, {'out_features': 792}, {'out_features': 792}, {'out_features': 792}, {'out_features': 792}]",100000.0,0.0,0.999,30 min,0.0,0.05,0.0031057299865782264,"{'threshold': 2.0, 'type': 'sortino'}",0.0,100,EURUSD,0.9,NA,1000,0.0,"[{'kernel_size': 2, 'out_channels': 194, 'stride': 1}, {'kernel_size': 2, 'out_channels': 194, 'stride': 1}]",0,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",0.0,0.0,4000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,0.0,NA,"['long', 'neutral', 'short']",16,2020-03-19_06-48-53
"[{'out_features': 1628}, {'out_features': 1628}, {'out_features': 1628}, {'out_features': 1628}, {'out_features': 1628}, {'out_features': 1628}, {'out_features': 1628}, {'out_features': 1628}, {'out_features': 1628}, {'out_features': 1628}]",100000.0,0.0,0.999,1 hour,0.0,0.05,0.004418915476948023,"{'threshold': 2.0, 'type': 'sortino'}",0.0,100,EURUSD,0.9,NA,1000,0.0,"[{'kernel_size': 8, 'out_channels': 297, 'stride': 1}, {'kernel_size': 8, 'out_channels': 297, 'stride': 1}]",-100,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",0.0,0.0,4000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,0.0,NA,"['long', 'neutral', 'short']",16,2020-03-19_01-59-02
"[{'out_features': 2048}, {'out_features': 2048}, {'out_features': 2048}]",77582.77226839535,-0.22417227731604653,0.999,15 min,387145.4391012226,0.05,0.001,"{'threshold': 2.0, 'type': 'sortino'}",-222.27349390538163,100,EURUSD,0.9,-22227.349390538162,1000,-9.97986474934053e-05,"[{'kernel_size': 3, 'out_channels': 256}, {'kernel_size': 3, 'out_channels': 256}, {'kernel_size': 3, 'out_channels': 256}, {'kernel_size': 3, 'out_channels': 256}, {'kernel_size': 3, 'out_channels': 256}]",-8192,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",-323.03999564539106,523.2809887779763,5000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,-7.08189351145531e-07,150,"['long', 'neutral', 'short']",16,2020-03-25_23-43-53
"[{'out_features': 1283}, {'out_features': 1283}, {'out_features': 1283}, {'out_features': 1283}, {'out_features': 1283}, {'out_features': 1283}, {'out_features': 1283}, {'out_features': 1283}, {'out_features': 1283}, {'out_features': 1283}, {'out_features': 1283}]",86521.57732634932,-0.13478422673650683,0.999,15 min,130578.70473653283,0.05,0.001,"{'threshold': 2.0, 'type': 'sortino'}",-132.41606664400217,100,EURUSD,0.9,NA,1000,-9.818452564127699e-05,"[{'kernel_size': 6, 'out_channels': 317}, {'kernel_size': 6, 'out_channels': 317}, {'kernel_size': 6, 'out_channels': 317}, {'kernel_size': 6, 'out_channels': 317}]",-709,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",-295.29123675124947,522.7316660260284,5000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,-1.4151176266401468e-06,NA,"['long', 'neutral', 'short']",16,2020-03-22_01-00-34
"[{'out_features': 2806}, {'out_features': 2806}, {'out_features': 2806}, {'out_features': 2806}, {'out_features': 2806}, {'out_features': 2806}, {'out_features': 2806}, {'out_features': 2806}, {'out_features': 2806}, {'out_features': 2806}, {'out_features': 2806}, {'out_features': 2806}, {'out_features': 2806}, {'out_features': 2806}]",159907.08937219004,0.5990708937219004,0.999,1 min,129939022.72506051,0.05,0.005892980761766435,"{'threshold': 2.0, 'type': 'sortino'}",558.5337313882047,100,EURUSD,0.9,NA,10000,-4.454303645510035e-06,"[{'kernel_size': 2, 'out_channels': 454}, {'kernel_size': 2, 'out_channels': 454}, {'kernel_size': 2, 'out_channels': 454}]",-750,"{'macd': [12, 26], 'rsi': [14]}",845.7089740919636,9971.179834335768,5000,1000,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,4.225604304287295e-09,NA,"['long', 'neutral', 'short']",16,2020-03-16_23-04-57
"[{'out_features': 1829}, {'out_features': 1829}, {'out_features': 1829}, {'out_features': 1829}, {'out_features': 1829}, {'out_features': 1829}, {'out_features': 1829}]",100000.0,0.0,0.999,30 min,0.0,0.05,0.00982290787345171,"{'threshold': 2.0, 'type': 'sortino'}",0.0,100,EURUSD,0.9,NA,1000,0.0,"[{'kernel_size': 1, 'out_channels': 320, 'stride': 1}, {'kernel_size': 1, 'out_channels': 320, 'stride': 1}]",0,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",0.0,0.0,4000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,0.0,NA,"['long', 'neutral', 'short']",16,2020-03-19_07-23-49
"[{'out_features': 1630}, {'out_features': 1630}, {'out_features': 1630}, {'out_features': 1630}, {'out_features': 1630}, {'out_features': 1630}, {'out_features': 1630}, {'out_features': 1630}, {'out_features': 1630}]",84828.81802681882,-0.15171181973181186,0.999,1 min,136441.106037309,0.05,0.001,"{'threshold': 2.0, 'type': 'sortino'}",-148.03248919571234,100,EURUSD,0.9,NA,1000,-0.00010211302965859707,"[{'kernel_size': 9, 'out_channels': 362}, {'kernel_size': 9, 'out_channels': 362}, {'kernel_size': 9, 'out_channels': 362}, {'kernel_size': 9, 'out_channels': 362}]",-421,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",-265.1009119857828,504.1504014137622,5000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,-1.4783801274423485e-06,NA,"['long', 'neutral', 'short']",16,2020-03-22_15-30-57
"[{'out_features': 1211}, {'out_features': 1211}, {'out_features': 1211}, {'out_features': 1211}, {'out_features': 1211}, {'out_features': 1211}]",100000.0,0.0,0.999,30 min,0.0,0.05,0.00860480910396576,"{'threshold': 2.0, 'type': 'sortino'}",0.0,100,EURUSD,0.9,NA,1000,0.0,"[{'kernel_size': 7, 'out_channels': 326, 'stride': 1}, {'kernel_size': 7, 'out_channels': 326, 'stride': 1}, {'kernel_size': 7, 'out_channels': 326, 'stride': 1}, {'kernel_size': 7, 'out_channels': 326, 'stride': 1}, {'kernel_size': 7, 'out_channels': 326, 'stride': 1}, {'kernel_size': 7, 'out_channels': 326, 'stride': 1}]",0,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",0.0,0.0,4000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,0.0,NA,"['long', 'neutral', 'short']",16,2020-03-19_06-59-47
"[{'out_features': 1620}, {'out_features': 1620}, {'out_features': 1620}, {'out_features': 1620}, {'out_features': 1620}, {'out_features': 1620}, {'out_features': 1620}, {'out_features': 1620}, {'out_features': 1620}]",100000.0,0.0,0.999,30 min,0.0,0.05,0.0019097989667438426,"{'threshold': 2.0, 'type': 'sortino'}",0.0,100,EURUSD,0.9,NA,1000,0.0,"[{'kernel_size': 10, 'out_channels': 298, 'stride': 1}]",0,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",0.0,0.0,4000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,0.0,NA,"['long', 'neutral', 'short']",16,2020-03-19_11-09-53
[{'out_features': 64}],100000.0,0.0,0.999,1 min,0.0,0.05,0.001,"{'threshold': 2.0, 'type': 'sortino'}",0.0,100,EURUSD,0.9,NA,10000,0.0,"[{'kernel_size': 6, 'out_channels': 16}]",-750,"{'macd': [12, 26], 'rsi': [14]}",0.0,0.0,100,20,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,0.0,NA,"['long', 'neutral', 'short']",16,2020-03-16_19-19-03
